Review_ReviewID,SummaryContent
10011,"The Martix is a great example of a movie that will live for ever or a very log time. The story and concept are out of this world. Keanu Reeves plays his role with utter brilliance, the cast was very well put together and the graphics are still to this day amazing. All in all one of the best movies of all time."
10012,"Get this: what if all we know as reality was, in fact, virtual reality? Reality itself is a ravaged dystopia run by technocrat Artificial Intelligence where humankind vegetates in billions of gloop-filled tanks - mere battery packs for the machineworld - being fed this late '90s VR (known as The Matrix - you with us here?) through an ugly great cable stuck in the back of our heads. And what if there was a group of quasi-spiritual rebels infiltrating The Matrix with the sole purpose of crashing the ruddy great mainframe and rescuing humans from their unknown purgatory? And, hey, what if Keanu Reeves was their Messiah?

What sounds like some web freak's wet dream is, in fact, a dazzlingly nifty slice of sci-fi cool. The Wachowski Brothers (Andy and Larry - last seen dabbling in kinky lesbian noir with the excellent Bound) pulling off something like a million masterstrokes all at once. Taking the imprimatur of the video game, they meld the grungy noir of Blade Runner, the hyperkinetic energies of chopsocky, John Woo hardware and grandiose spiritual overtones into William Gibson's cyberpunk ethos to produce a new aesthetic for the millennium powered to the thudding beat of techno. And it is just incredible fun. The key is the technique of ""flo-mo"", a process born from Japanese animation, whereby an object in motion is seemingly frozen while the camera miraculously spins around it as if time and gravity are on hold. It grants the action (including some killer kung fu which Reeves and crew spent months perfecting) liberty to take on surreal visual highs. Superhuman feats permissible, of course, in the context of VR as the rebels download Herculean ""talents"" to fuel their subterfuge. Meanwhile, the audience can only gawp longingly, with its jaws thunking to the cinema floor in unison, as the heroes wrapped in skintight leather, sleek shades and designer cheekbones, spin up walls, leap from high rises and slip through streams of bullets in silken slo-mo. Tron this ain't.

Immediately reigniting the moribund cyberpunk genre (the kids can't get enough Stateside), this has thrust Reeves from his imploding career back to Speed highs (and laying to rest the hideous ghost of Johnny Mnemonic) and stolen much more of Star Wars' thunder than was thought humanly possible. For all its loony plot, The Matrix is fabulous.

Sure, the expert Fishburne is depended upon to expound the lion's share of the script as seer-like rebel leader Morpheus. Reeves, stunning in his newcast slenderness, as Thomas ""Neo"" Anderson, the hacker turned hope for all mankind (care of some ill-defined mystical calling) is asked little more than perpetual befuddlement. Like Speed, though, this movie plays on his iconic looks rather than his oak-like emoting. There's a major find, too, in the irresistible Carrie-Anne Moss, a majestically wrought combination of steely no-shit intelligence and rock-chick vivaciousness as fellow tripper Trinity. And Weaving, cast against type, neutralises his Aussie tones to a freaky deadpan, the head of the MiB-styled defence system set against the Goth invaders.

And sure, three minutes of post-movie deliberation and all this state-of-the-art cyberdevilry is reduced to the purest gobbledygook. That, though, is not the point. The Matrix is about pure experience; it's been many a moon since the Empire crew have spilled out of a cinema literally buzzing with the sensation of a movie, babbling frenetically with the sheer excitement of discovery.

From head to tail, the deliciously inventive Wachowskis (watch them skyrocket) have delivered the syntax for a new kind of movie: technically mind-blowing, style merged perfectly with content and just so damn cool, the usher will have to drag you kicking and screaming back into reality. You can bet your bottom dollar George never saw this phantom menace coming.


Verdict - The deliciously inventive Wachowskis have delivered the syntax for a new kind of movie: technically mind-blowing, style merged perfectly with content and just so damn cool.

5/5

- Ian Nathan, Empire Magazine"
10013,"This movie is directed by Robert Rodriquez and has a screenplay by Quentin Tarantino who also has a role in the film. This is actually one of the first movies by Robert Rodriguez and Quentin Tarantino that I watched and from then on I pretty much became a fan of them both. So, when it came out on Blu-ray a while ago I had to get it for the collection of course.

When I and my dear wife first watched this movie we did not really know what it was all about. We thought it was just another robbery/criminal story and the first half of the movie it is indeed “just” a robbery/criminal story. It is a fairly violent one at that which should be no surprise given who it is that have their fingers in the movie.

Then half way into the movie everything goes wild when the vampires enter the scene. I remember going “what the f…” when I first saw it since I wasn’t really expecting it to be a vampire movie at all.

The movie is quite a rollercoaster ride which bears all the trademarks, in particular lots of bizarre violence, of the Rodriguez/Tarantino couple. Needless to say this is one of my favourite cult/bizarre movies."
10014,"True to ""Captain America,"" this is the modern (comic book) version of the All American movie.  Good guys versus bad guys without a lot of ambiguity.  _**NOTHING WRONG WITH THAT**_.  

This movie is pretty much perfection for the genre. Entertaining A to Z story with high-end Hollywood professional movie making throughout."
10015,"More of the same ... but it is not funny any more ..."
10016,"If it were the first ""Star Wars"" movie, ""The Phantom Menace"" would be hailed as a visionary breakthrough. But this is the fourth movie of the famous series, and we think we know the territory; many of the early reviews have been blase, paying lip service to the visuals and wondering why the characters aren't better developed. How quickly do we grow accustomed to wonders. I am reminded of the Isaac Asimov story ""Nightfall,"" about the planet where the stars were visible only once in a thousand years. So awesome was the sight that it drove men mad. We who can see the stars every night glance up casually at the cosmos and then quickly down again, searching for a Dairy Queen.

""Star Wars: Episode I--The Phantom Menace,"" to cite its full title, is an astonishing achievement in imaginative filmmaking. If some of the characters are less than compelling, perhaps that's inevitable: This is the first story in the chronology and has to set up characters who (we already know) will become more interesting with the passage of time. Here we first see Obi-Wan Kenobi, Anakin Skywalker, Yoda and R2-D2 and C-3PO. Anakin is only a fresh-faced kid in Episode I; in IV, V and VI, he has become Darth Vader.

At the risk of offending devotees of the Force, I will say that the stories of the ""Star Wars"" movies have always been space operas, and that the importance of the movies comes from their energy, their sense of fun, their colorful inventions and their state-of-the-art special effects. I do not attend with the hope of gaining insights into human behavior. Unlike many movies, these are made to be looked at more than listened to, and George Lucas and his collaborators have filled ""The Phantom Menace"" with wonderful visuals.

There are new places here--new kinds of places. Consider the underwater cities, floating in their transparent membranes. The Senate chamber, a vast sphere with senators arrayed along the inside walls, and speakers floating on pods in the center. And other places: the cityscape with the waterfall that has a dizzying descent through space. And the other cities: one city Venetian, with canals, another looking like a hothouse version of imperial Rome, and a third that seems to have grown out of desert sands.

Set against awesome backdrops, the characters in ""The Phantom Menace"" inhabit a plot that is little more complex than the stories I grew up on in science-fiction magazines. The whole series sometimes feel like a cover from Thrilling Wonder Stories, come to life. The dialogue is pretty flat and straightforward, although seasoned with a little quasi-classical formality, as if the characters had read but not retained ""Julius Caesar."" I wish the ""Star Wars"" characters spoke with more elegance and wit (as Gore Vidal's Greeks and Romans do), but dialogue isn't the point, anyway: These movies are about new things to look at.

The plot details (of embargoes and blockades) tend to diminish the size of the movie's universe--to shrink it to the scale of a 19th century trade dispute. The stars themselves are little more than pinpoints on a black curtain, and ""Star Wars"" has not drawn inspiration from the color photographs being captured by the Hubble Telescope. The series is essentially human mythology, set in space, but not occupying it. If Stanley Kubrick gave us man humbled by the universe, Lucas gives us the universe domesticated by man. His aliens are really just humans in odd skins. For ""The Phantom Menace,"" he introduces Jar Jar Binks, a fully realized computer-animated alien character whose physical movements seem based on afterthoughts. And Jabba the Hutt (who presides over the Podrace) has always seemed positively Dickensian to me.

Yet within the rules he has established, Lucas tells a good story. The key development in ""Phantom"" is the first meeting between the Jedi Knight Qui-Gon Jinn (Liam Neeson) and the young Anakin Skywalker (Jake Lloyd)--who is, the Jedi immediately senses, fated for great things. Qui-Gon meets Anakin in a store where he's seeking replacement parts for his crippled ship. Qui-Gon soon finds himself backing the young slave in a high-speed Podrace--betting his ship itself against the cost of the replacement parts. The race is one of the film's high points, as the entrants zoom between high cliff walls in a refinement of a similar race through metal canyons on a spaceship in ""Star Wars."" Why is Qui-Gon so confident that Anakin can win? Because he senses an unusual concentration of the Force--and perhaps because, like John the Baptist, he instinctively recognizes the one whose way he is destined to prepare. The film's shakiness on the psychological level is evident, however, in the scene where young Anakin is told he must leave his mother (Pernilla August) and follow this tall Jedi stranger. Their mutual resignation to the parting seems awfully restrained. I expected a tearful scene of parting between mother and child, but the best we get is when Anakin asks if his mother can come along, and she replies, ""Son, my place is here."" As a slave? The discovery and testing of Anakin supplies the film's most important action, but in a sense all the action is equally important, because it provides platforms for special-effects sequences. Sometimes our common sense undermines a sequence (for instance, when Jar Jar's people and the good guys fight a 'droid army, it becomes obvious that the droids are such bad fighters, they should be returned for a refund). But mostly I was happy to drink in the sights on the screen, in the same spirit that I might enjoy ""Metropolis,"" ""Forbidden Planet,"" ""2001: A Space Odyssey,"" ""Dark City"" or ""The Matrix."" The difference is that Lucas' visuals are more fanciful and his film's energy level is more cheerful; he doesn't share the prevailing view that the future is a dark and lonely place.

What he does have, in abundance, is exhilaration. There is a sense of discovery in scene after scene of ""The Phantom Menace,"" as he tries out new effects and ideas, and seamlessly integrates real characters and digital ones, real landscapes and imaginary places. We are standing at the threshold of a new age of epic cinema, I think, in which digital techniques mean that budgets will no longer limit the scope of scenes; filmmakers will be able to show us just about anything they can imagine.

As surely as Anakin Skywalker points the way into the future of ""Star Wars,"" so does ""The Phantom Menace"" raise the curtain on this new freedom for filmmakers. And it's a lot of fun. The film has correctly been given the PG rating; it's suitable for younger viewers and doesn't depend on violence for its effects. As for the bad rap about the characters--hey, I've seen space operas that put their emphasis on human personalities and relationships. They're called ""Star Trek"" movies. Give me transparent underwater cities and vast hollow senatorial spheres any day.

3.5/4

-Rodger Ebert"
10017,"

The collective fever that characterized the countdown to The Phantom Menace had long since dissipated by the time the first sequel prequel rolled off the ILM production line. Casual spectators, once stung, had decamped en masse to the newly discovered Middle-Earth, leaving George Lucas with just the few million hardcore fans - true believers who, with all the apprehension of parents at a nativity play, willed their defrocked hero back towards respectability.

There are certainly stretches in the patchy Attack Of The Clones when Lucas’ flat-packed dialogue struggles to keep the hecklers quiet – Anakin’s seduction of the former Queen has all the charm of a teenage lunge behind the bike-sheds and none of the feeling – but by the time climactic ‘reel six’ cranks into high gear the saga’s reputation as the godfather of modern sci-fi spectacle is more or less restored. Indeed, when Yoda finally unsheathes his mini-saber and kicks Sith ass the faithful can reliably be found standing on seats hollering as if the outcome was never in doubt. But, as the little Jedi might say, in doubt it was.

Where Episode V fairly zipped around the galaxy with all the breezy confidence of youth, unafraid to travel anywhere, even dark places, the second middle child of the saga is saddled with an altogether heavier burden from which it struggles to escape. Empire hits the ground running on ice planet Hoth, Clones however, has a truly cold start to contend with, aware perhaps that the movie’s most pressing task is to simply atone for the more egregious sins of Episode I. Thus, Jar Jar is quickly sidelined, the upgraded CGI Yoda gets a showcase and those damn Amidala-clones are killed off on page one. On Coruscant we also meet the grown-up ‘Ani’ - okay so he’s a whiny teenager but that’s still a vast improvement on the bowl-haired moppet the world was asked to root for in 1999.

Also more powerful than when last we met is Ewan McGregor’s Obi-Wan, the Jedi who was simply wan in Menace is a much more forceful presence as a full-bearded Master, struggling manfully with the endless exposition and even landing the odd punchline.

As with Empire, the protagonists are separated for the second act: while Obi-Wan is busy uncovering the conspiracy of the Clones, Anakin and Padme turn into colourless clones of Han and Leia in the romance stakes. There are pleasures (Obi-Wan squares off against Jango Fett) and pitfalls (Anakin and Padme have a picnic) in roughly equal measure throughout this flabby middle act but as with Episode I mostly you get a sense of drama that is willed into being, a necessary bridge to Episode III that requires Lucas to traverse territory – romance, politics – he is simply not comfortable in.

Matters improve greatly in the final forty minutes: Christopher Lee’s Count Dooku arrives to provide some much needed gravitas, C-3PO turns up to do his C-3PO thing and Padme puts on a skin-tight white leotard. Best of all, Lucas finally cuts loose. The classic trilogy bristled with seat-of-your-pants filmmaking, our heroes bouncing from cliffhanger to cliffhanger, and in the final section of Episode II – almost four hours into this prequel enterprise - Lucas at last cranks up to this Saturday morning serial pace: from the Tex Avery goofiness of the droid factory, to the Cecil B. De Mille grandeur of the gladiator arena, the action never lets up.

Also in the last reel we finally get to divine something of Lucas’ grand design, with ironic pay-offs for the fans still paying close attention - it is the witless Jar Jar who makes the creation of a clone army possible and Yoda who first leads what will become Stormtroopers into battle. In its own way, the end of Episode II is every bit as dark as the famous end of Episode V.

Unsurprisingly, the least anticipated movie of the saga suffered at the box office – Episode IV raked in more money at the US box office back in 1977 – and remains largely unloved by the fanbase for its emphasis on the central love story but despite no real improvement in dialogue or acting it functions perfectly well as an old fashioned romantic epic, complete with standalone set-pieces, rich political intrigue and a painters’ pallette. Indeed, so indebted is Lucas to David O. Selznick here, ultimately he may have been better served abandoning his own trilogy structure and boiling both Episodes I and II down to a 3-hour Gone With The Wind style classic – an approach that would have at least halved all that damn anticipation.


Verdict - The middle episode that can make a virtue of its bridging role is rare indeed. And where The Empire Strikes Back dazzled with vertiginous cliffhangers, Clones is more typical of the breed, necessary but not vital. However, as we make the awkward journey through Anakin’s teenage trials a sparkling digital print ensures there is still much to marvel at, not least a little green fella who is surprisingly quick on the draw.

3/5

- Colin Kennedy, Empire Magazine"
10018,"George Lucas comes full circle in more ways than one in ""Star Wars: Episode III -- Revenge of the Sith,"" which is the sixth -- and allegedly but not necessarily the last -- of the ""Star Wars"" movies. After ""Episode II"" got so bogged down in politics that it played like the Republic covered by C-Span, ""Episode III"" is a return to the classic space opera style that launched the series. Because the story leads up to where the original ""Star Wars"" began, we get to use the immemorial movie phrase, ""This is where we came in.""

That Anakin Skywalker abandoned the Jedi and went over to the dark side is known to all students of ""Star Wars."" That his twins Luke Skywalker and Princess Leia would redeem the family name is also known. What we discover in ""Episode III"" is how and why Anakin lost his way -- how a pleasant and brave young man was transformed into a dark, cloaked figure with a fearsome black metal face. As Yoda sadly puts it in his inimitable word order: ""The boy you trained, gone he is, consumed by Darth Vader.""

As ""Episode III"" opens, Anakin Skywalker (Hayden Christensen) and his friend Obi-Wan Kenobi (Ewan McGregor) are piloting fighter craft, staging a daring two-man raid to rescue Chancellor Palpatine (Ian McDiarmid). He has been captured by the rebel Gen. Grievous (whose voice, by Matthew Woods, sounds curiously wheezy considering the general seems to use replacement parts). In the spirit of all the ""Star Wars"" movies, this rescue sequence flies in the face of logic, since the two pilots are able to board Grievous' command ship and proceed without much trouble to the ship's observation tower, where the chancellor is being held. There is a close call in an elevator shaft, but where are the guards and the security systems? And why, for that matter, does a deep space cruiser need an observation tower, when every porthole opens on to the universe? But never mind.

Back within the sphere of the Jedi Council, Anakin finds that despite his heroism, he will not yet be named a Jedi Master. The council distrusts Palpatine and wants Anakin to spy on him; Palpatine wants Anakin to spy on the council. Who to choose? McDiarmid has the most complex role in the movie as he plays on Anakin's wounded ego. Anakin is tempted to go over to what is not yet clearly the dark side; in a movie not distinguished for its dialogue, Palpatine is insidiously snaky in his persuasiveness.

The way Anakin approaches his choice, however, has a certain poignancy. Anakin has a rendezvous with Padme (Natalie Portman); they were secretly married in the previous film, and now she reveals she is pregnant. His reaction is that of a nice kid in a teenage comedy, trying to seem pleased while wondering how this will affect the other neat stuff he gets to do. To say that George Lucas cannot write a love scene is an understatement; greeting cards have expressed more passion.

The dialogue throughout the movie is once again its weakest point: The characters talk in what sounds like Basic English, without color, wit or verbal delight, as if they were channeling Berlitz. The exceptions are Palpatine and of course Yoda, whose speech (voiced by Frank Oz) reminds me of Wolcott Gibbs' famous line about the early style of Time magazine: ""Backward ran sentences until reeled the mind.""

In many cases the actors are being filmed in front of blue screens, with effects to be added later, and sometimes their readings are so flat, they don't seem to believe they're really in the middle of amazing events. How can you stand in front of exploding star fleets and sound as if you're talking on a cell phone at Starbucks?

""He's worried about you,"" Anakin is told at one point. ""You've been under a lot of stress."" Sometimes the emphasis in sentences is misplaced. During the elevator adventure in the opening rescue, we hear ""Did I miss something?"" when it should be ""Did I miss something?""

The dialogue is not the point, however; Lucas' characters engage in sturdy oratorical pronunciamentos and then leap into adventure. ""Episode III"" has more action per square minute, I'd guess, than any of the previous five movies, and it is spectacular. The special effects are more sophisticated than in the earlier movies, of course, but not necessarily more effective.

The dogfight between fighters in the original ""Star Wars"" and the dogfight that opens this one differ in their complexity (many more ships this time, more planes of action, more detailed backgrounds) but not in their excitement. And although Lucas has his characters attend a futuristic opera that looks like a cross between Cirque de Soleil and an ultrasound scan of an unborn baby, if you regard the opera hall simply as a place, it's not as engaging as the saloon on Tatooine in the first movie.

The lesson, I think, is that special effects should be judged not by their complexity but by the degree that they stimulate the imagination, and ""Episode III"" is distinguished not by how well the effects are done, but by how amazingly they are imagined. A climactic duel on a blazing volcanic planet is as impressive, in its line, as anything in ""Lord of the Rings."" And Yoda, who began life as a Muppet but is now completely animated (like about 70 percent of what we see onscreen), was to begin with and still is the most lifelike of the non-humanoid ""Star Wars"" characters.

A word, however, about the duels fought with lightsabers. When they flashed into life with a mighty whizzing thunk in the first ""Star Wars"" and whooshed through their deadly parabolas, that was exciting. But the thrill is gone.

The duelists are so well-matched that saber fights go on forever before anyone is wounded, and I am still not sure how the sabers seem able to shield their bearers from attack. When it comes to great movie sword fights, Liam Neeson and Tim Roth took home the gold medal in ""Rob Roy"" (1995), and the lightsaber battles in ""Episode III"" are more like isometrics.

These are all, however, more observations than criticisms. George Lucas has achieved what few artists do; he has created and populated a world of his own. His ""Star Wars"" movies are among the most influential, both technically and commercially, ever made. And they are fun. If he got bogged down in solemnity and theory in ""Episode II: Attack of the Clones,"" the Force is in a jollier mood this time, and ""Revenge of the Sith"" is a great entertainment.

Note: I said this is not necessarily the last of the ""Star Wars"" movies. Although Lucas has absolutely said he is finished with the series, it is inconceivable to me that 20th Century-Fox will willingly abandon the franchise, especially as Lucas has hinted that parts VII, VIII and IX exist at least in his mind. There will be enormous pressure for them to be made, if not by him, then by his deputies.

4.5/5

- Rodger Ebert"
10019,"“The Amazing Spider-Man” has no reason to exist. Spider-man is a hero everyone knows. He´s been around for so long everyone is familiar with his origin, comic fan or not. Its basic pop culture. Then you have the Sam Raimi´s movies. Everyone saw them. They made loads of money and they´re always on tv. They are entertaining movies. “Spider-Man” gave us a good origin story in 2002. This movie simply wasn't needed. 
Now I gave it the benefit of the doubt. There´s Burton´s Batman and Nolan´s. Maybe this was a different Spider-Man. A more “dark” vision perhaps! Maybe the movie spent a few minutes on the origin and then wisely moved on with its story. Maybe... well maybe it wasn't just another rehash. A shameless attempt to remake, or how they say it these days, reboot the same idea with minimal changes except the cast. I was naive.
The whole movie is about Spider-Man´s origin. They traded Mary Jane for another love interest and held off on “The Green Goblin” because that would be too much “rubbing it in the face” for the fans, I guess. We get Gwen Stacy and “The Lizard”. The rest is same old, same old. The same uncle Ben plot, the same scenes about making the suit, learning how to control powers, the search for the criminal Spider-man lets get away with horrific results. Same thing. Except everything is done without a spark of energy or creativity. Raimi´s movies were energetic, flowing with excitement. They were “new”. Seeing Spider-Man on the big screen,  webbing all over the city, fighting “The Green Goblin”, it was amazing. We didn't have “The Avengers” back there, or “Iron Man”. This was like a dream come true for comic fans. 
“The Amazing Spider-Man” smells of old cheese. 
I tried to take the movie for what it was but it was impossible. My mind would not let me. I knew what was going to happen next. I knew all the plots! I´d seen it all before! 
But even ignoring that the movie just does not work. Its slow, turgid with an unlikable Peter Parker and a CGI lizard for a villain. Parker is a whiny, self centered idiot. His relationship with aunt May and uncle Ben is never fully explored and what little there is consists of Parker being a rude jerk for no reason at all. 
The movie has one thing going for it. The cast. Sally Field and Martin Sheen are great with what little material they have. Emma Stone is sexy and sweet which is “her thing” and again she pulls it off brilliantly.  Rhys Ifans is decent as Curt Connors and surprisingly enough I loved Andrew Garfield as Spidey. Yes, seriously! He looks perfect for the part and he did his best with the horrible script. He´s charismatic and brought his own touch to the role instead of copying Toby Maguire. If the movie is even slightly original its because of him. 
Some of the action in the last third of the movie is also spectacular. Spider-man´s movements when fighting are really well done as is the web-slinging. The action is well directed and exciting and the movie sets up a sequel rather nicely. 
But its asking a lot to go over the material everyone knows for two hours for a few minutes of cool action. The movie plays it so safe it hurts. Its competent but never brilliant. Tedious but far too long with little spots of action but few and far between. 
I hope in the sequel this “Spider-Man” can find its own style and its own place. Given space to grow and evolve, on the strength of the character and Garfield´s acting this could be the weak start to a new amazing super-hero trilogy. 
Then again, maybe i´m just naive."
10020,"The movie could be about anything and I would like it. It is Vin Diesel!!"
10021,"One of my best films of all time. Apart from they made a second one, this a great movie! Liam Neeson trying to save this daughter, in France, from being sold to the highest bidder. An action packed film with good acting and great fight scenes."
10022,"This is a very good action/thriller flick. It currently holds a 7.9 rating at IMDb which it certainly deserves. The few people giving this a 1 or 2 star rating must be disgruntled French people who do not like to see the French government officials portrayed as corrupt bastards (which they often are anyway).

I generally like Liam Neeson so the fact that he is in the movie kind of got the movie off to a good start already. In this movie he plays a real badass, I-kick-the-shit-out-of-anyone-standing-in-my-way, former CIA agent hunting down the despicable low-life that kidnapped his daughter. I really, really liked the role he played in this movie. He makes characters like Bourne look like wussy. Even I was surprised when he actually shot the wife of the corrupt French government bastard to get him to talk. That was just awesome.

The movie is pretty much action all the way. Well, it starts off laying the groundwork for the story and here Liam Neeson is indeed playing a fairly timid father that seems to be a bit out of his depth. Once he gets thrown into his right element he quickly casts of the sheep's fur and reveals the wolf (sabre-toothed) underneath.

This is really a textbook action/thriller movie. A very enjoyable hour and a half indeed."
10023,"This movie was amazing! Went to see it at the cinema when it first got released back in 2003. For the time the special effects in this movie are mind blowing. A must watch in my opinion."
10024,"Lots of people complain about this movie not holding true to the original animated version. For those of us with eyes unclouded by bias, this is an excellent movie. I hope the fans have not ruined the chance for the sequels to be produced... I hate an unfinished series, and this one has real potential."
